route_id,from_node_id,to_node_id,transport_mode,distance_km,base_cost_usd,fuel_sensitivity,capacity_units,transit_time_hours
R_01493,NODE_0209,NODE_0180,Truck,6951,1327,0.51,13900,169
R_01494,NODE_0054,NODE_0162,Sea,8875,1190,0.21,15237,134
R_01495,NODE_0237,NODE_0146,Rail,2671,463,0.31,2109,144
R_01496,NODE_0171,NODE_0237,Sea,2922,1499,0.29,14561,156
R_01497,NODE_0214,NODE_0210,Truck,10527,159,0.57,6540,164
R_01498,NODE_0257,NODE_0041,Sea,9448,937,0.29,12650,164
R_01499,NODE_0127,NODE_0085,Sea,10348,1066,0.25,14133,13
R_01500,NODE_0199,NODE_0282,Sea,3262,430,0.22,9841,52
R_01501,NODE_0241,NODE_0102,Rail,2273,700,0.26,3012,60
R_01502,NODE_0295,NODE_0236,Rail,4114,1500,0.34,9926,211
R_01503,NODE_0090,NODE_0236,Sea,10608,327,0.27,12854,231
R_01504,NODE_0081,NODE_0125,Rail,11930,243,0.25,3059,182
R_01505,NODE_0208,NODE_0266,Rail,6413,244,0.37,10520,234
R_01506,NODE_0275,NODE_0061,Sea,10044,1425,0.3,2777,120
R_01507,NODE_0246,NODE_0030,Rail,6627,181,0.3,18762,169
R_01508,NODE_0225,NODE_0219,Truck,1797,398,0.62,5662,192
R_01509,NODE_0086,NODE_0187,Rail,10856,795,0.27,9964,211
R_01510,NODE_0247,NODE_0107,Rail,1691,775,0.35,4427,125
R_01511,NODE_0251,NODE_0125,Rail,5710,704,0.35,12835,209
R_01512,NODE_0230,NODE_0132,Sea,4610,1317,0.16,6588,45
R_01513,NODE_0267,NODE_0147,Truck,3721,859,0.56,11542,86
R_01514,NODE_0081,NODE_0290,Sea,5092,1073,0.26,11662,47
R_01515,NODE_0065,NODE_0075,Sea,4889,886,0.19,9468,15
R_01516,NODE_0108,NODE_0298,Rail,2530,1296,0.25,13932,192
R_01517,NODE_0260,NODE_0264,Rail,7914,1366,0.39,13279,172
R_01518,NODE_0079,NODE_0256,Rail,8674,866,0.31,17900,173
R_01519,NODE_0086,NODE_0268,Rail,2973,1091,0.38,2466,179
R_01520,NODE_0033,NODE_0175,Truck,5167,522,0.49,11119,163
R_01521,NODE_0061,NODE_0100,Rail,8272,1040,0.34,2399,223
R_01522,NODE_0268,NODE_0116,Sea,3418,844,0.25,15057,168
R_01523,NODE_0050,NODE_0168,Sea,1200,655,0.23,19522,224
R_01524,NODE_0275,NODE_0040,Truck,7417,1260,0.55,10018,73
R_01525,NODE_0093,NODE_0125,Truck,11399,1034,0.49,10708,149
R_01526,NODE_0142,NODE_0046,Sea,3213,230,0.29,6343,141
R_01527,NODE_0155,NODE_0031,Truck,3828,599,0.57,17639,126
R_01528,NODE_0050,NODE_0274,Truck,5324,1398,0.46,17672,37
R_01529,NODE_0226,NODE_0042,Rail,3334,304,0.33,9044,161
R_01530,NODE_0249,NODE_0153,Sea,257,1291,0.21,5654,192
R_01531,NODE_0226,NODE_0099,Sea,10502,1358,0.26,2016,72
R_01532,NODE_0208,NODE_0138,Rail,10440,461,0.3,17836,139
R_01533,NODE_0145,NODE_0153,Rail,8819,609,0.3,18484,87
R_01534,NODE_0225,NODE_0057,Truck,8088,113,0.51,18696,128
R_01535,NODE_0253,NODE_0083,Truck,1174,984,0.58,5098,228
R_01536,NODE_0226,NODE_0175,Sea,11355,1203,0.27,8343,207
R_01537,NODE_0055,NODE_0118,Truck,5133,1127,0.51,19380,128
R_01538,NODE_0052,NODE_0153,Sea,3545,1269,0.25,12609,48
R_01539,NODE_0098,NODE_0202,Truck,2687,1349,0.58,12671,140
R_01540,NODE_0242,NODE_0213,Sea,4513,568,0.29,17465,227
R_01541,NODE_0155,NODE_0189,Truck,5117,783,0.6,12333,123
R_01542,NODE_0157,NODE_0217,Sea,6547,954,0.15,15240,22
R_01543,NODE_0209,NODE_0181,Sea,2392,1035,0.27,2638,217
R_01544,NODE_0103,NODE_0106,Sea,11841,624,0.19,14238,14
R_01545,NODE_0164,NODE_0218,Rail,5436,1242,0.33,8535,212
R_01546,NODE_0110,NODE_0257,Rail,4588,318,0.26,7256,91
R_01547,NODE_0245,NODE_0240,Truck,10903,898,0.59,17959,71
R_01548,NODE_0143,NODE_0192,Truck,1761,214,0.58,11045,145
R_01549,NODE_0189,NODE_0224,Rail,1919,1066,0.27,4424,91
R_01550,NODE_0211,NODE_0077,Truck,9763,712,0.56,4883,120
R_01551,NODE_0125,NODE_0167,Sea,9055,1453,0.19,19400,217
R_01552,NODE_0149,NODE_0011,Truck,1214,742,0.64,13836,239
R_01553,NODE_0228,NODE_0109,Truck,5363,1059,0.5,13868,93
R_01554,NODE_0101,NODE_0132,Rail,9989,147,0.27,15460,117
R_01555,NODE_0202,NODE_0249,Truck,8757,223,0.63,18785,103
R_01556,NODE_0008,NODE_0289,Rail,625,1132,0.38,12717,210
R_01557,NODE_0275,NODE_0251,Rail,9517,783,0.35,4475,152
R_01558,NODE_0047,NODE_0285,Truck,8812,424,0.61,4874,154
R_01559,NODE_0239,NODE_0097,Truck,11305,982,0.61,17260,123
R_01560,NODE_0077,NODE_0169,Truck,3076,1426,0.57,16878,143
R_01561,NODE_0221,NODE_0010,Rail,9516,701,0.25,14777,12
R_01562,NODE_0004,NODE_0115,Rail,7098,408,0.29,9303,157
R_01563,NODE_0167,NODE_0272,Rail,10808,1462,0.28,13621,236
R_01564,NODE_0295,NODE_0078,Truck,2529,522,0.51,5306,14
R_01565,NODE_0273,NODE_0020,Truck,8948,813,0.64,12730,230
R_01566,NODE_0161,NODE_0117,Sea,3521,513,0.2,15902,77
R_01567,NODE_0119,NODE_0111,Rail,547,381,0.38,16406,39
R_01568,NODE_0192,NODE_0013,Rail,3517,879,0.26,16370,110
R_01569,NODE_0101,NODE_0105,Rail,9770,355,0.26,7737,137
R_01570,NODE_0296,NODE_0264,Truck,2768,529,0.47,18027,197
R_01571,NODE_0183,NODE_0162,Rail,3229,530,0.4,18610,100
R_01572,NODE_0244,NODE_0130,Sea,1934,1035,0.15,14452,213
R_01573,NODE_0215,NODE_0204,Truck,5911,838,0.64,4139,119
R_01574,NODE_0153,NODE_0117,Sea,1483,1432,0.25,14769,232
R_01575,NODE_0241,NODE_0008,Rail,10706,762,0.26,10159,53
R_01576,NODE_0289,NODE_0004,Truck,8597,418,0.48,17394,203
R_01577,NODE_0019,NODE_0031,Sea,3537,1453,0.19,15594,218
R_01578,NODE_0080,NODE_0214,Truck,2961,1162,0.64,7951,101
R_01579,NODE_0056,NODE_0083,Truck,8251,517,0.51,14228,240
R_01580,NODE_0135,NODE_0164,Truck,523,779,0.46,17417,16
R_01581,NODE_0073,NODE_0208,Truck,8938,872,0.6,19209,51
R_01582,NODE_0080,NODE_0051,Truck,5812,556,0.47,4173,36
R_01583,NODE_0243,NODE_0237,Rail,8893,1001,0.27,2023,87
R_01584,NODE_0243,NODE_0240,Rail,2200,761,0.35,13979,165
R_01585,NODE_0049,NODE_0244,Rail,9459,501,0.27,18866,41
R_01586,NODE_0073,NODE_0115,Sea,1446,294,0.26,11250,235
R_01587,NODE_0053,NODE_0127,Truck,4206,478,0.6,11866,92
R_01588,NODE_0236,NODE_0266,Sea,9556,646,0.26,6315,91
R_01589,NODE_0216,NODE_0191,Sea,2479,1286,0.26,3121,199
R_01590,NODE_0197,NODE_0024,Truck,3084,129,0.48,3117,221
R_01591,NODE_0121,NODE_0082,Rail,5384,123,0.34,17854,227
R_01592,NODE_0176,NODE_0096,Sea,9556,930,0.22,9039,124
R_01593,NODE_0134,NODE_0279,Rail,2030,672,0.35,18858,94
R_01594,NODE_0172,NODE_0095,Rail,5686,1098,0.37,16952,177
R_01595,NODE_0049,NODE_0175,Sea,4406,229,0.27,15976,172
R_01596,NODE_0013,NODE_0278,Truck,1649,565,0.65,5641,38
R_01597,NODE_0281,NODE_0151,Truck,5795,728,0.54,4718,229
R_01598,NODE_0258,NODE_0093,Rail,8470,499,0.27,9269,206
R_01599,NODE_0008,NODE_0101,Sea,5898,1176,0.24,6973,152
R_01600,NODE_0271,NODE_0268,Truck,8835,842,0.56,19395,50
R_01601,NODE_0191,NODE_0081,Truck,11247,439,0.58,9414,223
R_01602,NODE_0077,NODE_0276,Sea,7047,514,0.19,15135,83
R_01603,NODE_0199,NODE_0267,Rail,7907,1058,0.3,11830,8
R_01604,NODE_0038,NODE_0128,Sea,9205,1468,0.2,4189,23
R_01605,NODE_0210,NODE_0071,Truck,7979,428,0.6,9945,108
R_01606,NODE_0081,NODE_0214,Rail,9789,496,0.29,13482,26
R_01607,NODE_0115,NODE_0141,Truck,6677,352,0.6,6975,60
R_01608,NODE_0227,NODE_0072,Sea,4613,770,0.15,5843,141
R_01609,NODE_0159,NODE_0268,Truck,10398,1325,0.54,16361,84
R_01610,NODE_0063,NODE_0277,Sea,10094,1030,0.17,13186,232
R_01611,NODE_0139,NODE_0020,Rail,4285,331,0.34,15956,157
R_01612,NODE_0086,NODE_0249,Rail,3780,1170,0.27,13880,69
R_01613,NODE_0253,NODE_0221,Rail,1028,1406,0.27,11181,223
R_01614,NODE_0141,NODE_0128,Sea,8420,773,0.21,10232,99
R_01615,NODE_0042,NODE_0006,Truck,11783,1094,0.5,18219,64
R_01616,NODE_0222,NODE_0136,Truck,11708,1099,0.56,14314,163
R_01617,NODE_0265,NODE_0195,Truck,9957,320,0.57,5230,155
R_01618,NODE_0048,NODE_0060,Truck,6009,1288,0.58,15822,216
R_01619,NODE_0201,NODE_0020,Rail,10701,1001,0.38,19129,17
R_01620,NODE_0204,NODE_0221,Sea,520,542,0.24,2791,169
R_01621,NODE_0168,NODE_0050,Rail,6852,158,0.36,10307,99
R_01622,NODE_0176,NODE_0180,Truck,4632,1013,0.61,12633,125
R_01623,NODE_0134,NODE_0082,Truck,9250,1220,0.58,15150,200
R_01624,NODE_0178,NODE_0088,Rail,1556,783,0.3,19636,197
R_01625,NODE_0116,NODE_0162,Rail,1759,285,0.35,12253,167
R_01626,NODE_0254,NODE_0095,Rail,3412,642,0.38,17906,97
R_01627,NODE_0172,NODE_0224,Rail,2708,445,0.3,5652,56
R_01628,NODE_0297,NODE_0158,Sea,11572,1415,0.23,19637,53
R_01629,NODE_0203,NODE_0038,Truck,1629,285,0.59,15259,226
R_01630,NODE_0134,NODE_0074,Sea,5673,1191,0.2,6359,106
R_01631,NODE_0053,NODE_0150,Sea,9440,268,0.2,9367,121
R_01632,NODE_0020,NODE_0125,Sea,2639,1467,0.3,2863,134
R_01633,NODE_0114,NODE_0112,Truck,3800,1001,0.58,9076,45
R_01634,NODE_0006,NODE_0151,Truck,440,1353,0.55,16383,114
R_01635,NODE_0284,NODE_0282,Sea,3249,944,0.18,18992,156
R_01636,NODE_0204,NODE_0294,Rail,4384,845,0.37,10636,118
R_01637,NODE_0189,NODE_0186,Truck,5345,1206,0.52,6407,90
R_01638,NODE_0126,NODE_0275,Sea,2209,297,0.3,18628,189
R_01639,NODE_0243,NODE_0274,Rail,1817,1337,0.28,13414,191
R_01640,NODE_0283,NODE_0114,Rail,4509,1276,0.38,17081,166
R_01641,NODE_0224,NODE_0254,Sea,7246,232,0.29,7614,13
R_01642,NODE_0286,NODE_0229,Sea,10754,217,0.28,17618,230
R_01643,NODE_0075,NODE_0032,Sea,5906,233,0.29,11046,153
R_01644,NODE_0129,NODE_0014,Sea,9893,1105,0.21,6369,109
R_01645,NODE_0110,NODE_0231,Rail,8921,1481,0.3,9620,153
R_01646,NODE_0260,NODE_0208,Truck,8941,1495,0.57,2222,164
R_01647,NODE_0027,NODE_0183,Sea,2060,245,0.24,19359,113
R_01648,NODE_0082,NODE_0099,Truck,9955,467,0.62,2966,174
R_01649,NODE_0253,NODE_0061,Rail,1559,292,0.39,14695,214
R_01650,NODE_0208,NODE_0195,Sea,7872,383,0.28,7996,32
R_01651,NODE_0159,NODE_0181,Truck,11687,981,0.63,18373,31
R_01652,NODE_0094,NODE_0133,Rail,3386,564,0.3,4672,94
R_01653,NODE_0231,NODE_0048,Sea,4323,141,0.28,3995,150
R_01654,NODE_0030,NODE_0191,Truck,2860,103,0.64,19338,11
R_01655,NODE_0002,NODE_0167,Rail,5117,156,0.37,14282,227
R_01656,NODE_0035,NODE_0088,Truck,10528,1371,0.55,19537,63
R_01657,NODE_0176,NODE_0049,Sea,2634,1328,0.21,7797,236
R_01658,NODE_0225,NODE_0090,Sea,2538,1011,0.15,3270,145
R_01659,NODE_0061,NODE_0159,Rail,1865,814,0.35,18989,50
R_01660,NODE_0051,NODE_0254,Truck,9987,417,0.65,13055,124
R_01661,NODE_0280,NODE_0199,Rail,2006,1469,0.33,13086,71
R_01662,NODE_0187,NODE_0072,Truck,8140,485,0.61,3362,99
R_01663,NODE_0030,NODE_0245,Sea,11693,1310,0.16,19034,31
R_01664,NODE_0164,NODE_0269,Sea,9522,1189,0.23,19903,172
R_01665,NODE_0102,NODE_0144,Rail,2319,1017,0.36,11599,168
R_01666,NODE_0218,NODE_0206,Rail,6277,268,0.32,18096,34
R_01667,NODE_0164,NODE_0287,Rail,10088,896,0.3,11410,205
R_01668,NODE_0028,NODE_0270,Truck,3181,282,0.51,19786,52
R_01669,NODE_0160,NODE_0024,Sea,558,196,0.3,14612,56
R_01670,NODE_0180,NODE_0275,Truck,11309,988,0.6,19169,225
R_01671,NODE_0091,NODE_0260,Rail,11259,191,0.39,5232,125
R_01672,NODE_0095,NODE_0113,Sea,5347,249,0.26,18229,60
R_01673,NODE_0292,NODE_0007,Truck,6350,521,0.63,5811,82
R_01674,NODE_0002,NODE_0123,Sea,5519,462,0.3,9483,103
R_01675,NODE_0205,NODE_0022,Truck,2421,1326,0.5,10460,233
R_01676,NODE_0216,NODE_0292,Sea,10359,734,0.18,10933,112
R_01677,NODE_0005,NODE_0212,Rail,6278,669,0.38,8209,217
R_01678,NODE_0249,NODE_0129,Sea,270,1383,0.25,3369,186
R_01679,NODE_0229,NODE_0065,Sea,11396,556,0.16,5748,37
R_01680,NODE_0081,NODE_0250,Truck,3104,1199,0.52,10404,182
R_01681,NODE_0203,NODE_0145,Sea,4793,683,0.28,10568,35
R_01682,NODE_0061,NODE_0202,Truck,1517,1236,0.62,8579,40
R_01683,NODE_0265,NODE_0018,Rail,7944,323,0.27,3246,221
R_01684,NODE_0198,NODE_0094,Truck,11464,238,0.5,14153,120
R_01685,NODE_0073,NODE_0226,Sea,772,1457,0.29,8192,204
R_01686,NODE_0107,NODE_0162,Truck,9419,129,0.64,13185,228
R_01687,NODE_0128,NODE_0089,Rail,7669,510,0.39,3849,108
R_01688,NODE_0194,NODE_0078,Rail,8383,230,0.28,8368,93
R_01689,NODE_0224,NODE_0012,Rail,1236,603,0.34,11430,150
R_01690,NODE_0082,NODE_0073,Sea,5302,216,0.17,4134,112
R_01691,NODE_0265,NODE_0273,Truck,10234,447,0.59,12540,102
R_01692,NODE_0019,NODE_0073,Truck,11311,578,0.45,2112,152
R_01693,NODE_0029,NODE_0198,Sea,2060,559,0.26,3153,152
R_01694,NODE_0279,NODE_0037,Truck,10730,1075,0.64,14650,80
R_01695,NODE_0198,NODE_0230,Sea,3993,1498,0.22,10193,96
R_01696,NODE_0232,NODE_0245,Truck,7541,1198,0.63,9334,44
R_01697,NODE_0146,NODE_0089,Rail,4314,428,0.31,2686,118
R_01698,NODE_0153,NODE_0073,Truck,7635,940,0.59,19743,226
R_01699,NODE_0116,NODE_0205,Truck,10364,822,0.49,15297,115
R_01700,NODE_0213,NODE_0235,Sea,7510,1009,0.29,17188,101
R_01701,NODE_0172,NODE_0166,Sea,6635,372,0.26,8747,70
R_01702,NODE_0111,NODE_0097,Sea,3288,1450,0.27,13908,238
R_01703,NODE_0237,NODE_0280,Rail,6240,1418,0.3,14872,44
R_01704,NODE_0240,NODE_0055,Sea,10786,1026,0.2,15504,21
R_01705,NODE_0102,NODE_0111,Rail,9138,420,0.35,18957,118
R_01706,NODE_0092,NODE_0226,Truck,11469,522,0.53,7647,77
R_01707,NODE_0288,NODE_0079,Sea,6684,1277,0.27,8481,46
R_01708,NODE_0210,NODE_0162,Rail,4125,367,0.36,17947,88
R_01709,NODE_0271,NODE_0018,Sea,1690,233,0.16,2284,228
R_01710,NODE_0027,NODE_0169,Truck,5233,830,0.49,6934,62
R_01711,NODE_0157,NODE_0033,Rail,10311,746,0.34,16634,129
R_01712,NODE_0173,NODE_0089,Rail,5068,307,0.37,7236,238
R_01713,NODE_0077,NODE_0083,Rail,2040,1190,0.39,15424,48
R_01714,NODE_0287,NODE_0282,Sea,7793,675,0.25,10172,37
R_01715,NODE_0075,NODE_0227,Truck,745,377,0.63,17493,105
R_01716,NODE_0244,NODE_0087,Truck,9703,842,0.64,7958,122
R_01717,NODE_0010,NODE_0251,Sea,9386,804,0.28,4785,234
R_01718,NODE_0189,NODE_0035,Truck,2310,1378,0.51,14898,46
R_01719,NODE_0056,NODE_0100,Sea,5354,698,0.26,4722,98
R_01720,NODE_0253,NODE_0008,Sea,9771,955,0.3,13967,225
R_01721,NODE_0129,NODE_0098,Sea,4691,1165,0.29,2768,133
R_01722,NODE_0163,NODE_0085,Truck,10739,589,0.59,10621,122
R_01723,NODE_0221,NODE_0172,Truck,4570,1444,0.54,4629,93
R_01724,NODE_0282,NODE_0016,Truck,10326,121,0.6,2629,85
R_01725,NODE_0194,NODE_0102,Rail,6326,895,0.26,10856,186
R_01726,NODE_0192,NODE_0171,Rail,8498,969,0.31,13210,41
R_01727,NODE_0177,NODE_0133,Sea,3260,1101,0.19,4729,123
R_01728,NODE_0043,NODE_0163,Sea,1959,147,0.27,5507,70
R_01729,NODE_0038,NODE_0090,Rail,1164,415,0.34,9764,207
R_01730,NODE_0044,NODE_0038,Truck,11947,127,0.6,13178,230
R_01731,NODE_0036,NODE_0079,Sea,10358,1043,0.24,12842,209
R_01732,NODE_0054,NODE_0062,Truck,11636,384,0.49,4659,55
R_01733,NODE_0046,NODE_0001,Rail,11332,577,0.28,4602,107
R_01734,NODE_0164,NODE_0271,Truck,7899,504,0.59,18230,162
R_01735,NODE_0095,NODE_0240,Rail,11178,1312,0.38,4007,121
R_01736,NODE_0094,NODE_0259,Truck,1403,460,0.64,10626,44
R_01737,NODE_0277,NODE_0294,Truck,11568,353,0.59,4483,56
R_01738,NODE_0095,NODE_0164,Truck,2761,908,0.58,11722,161
R_01739,NODE_0211,NODE_0259,Sea,4776,546,0.21,13297,196
R_01740,NODE_0123,NODE_0271,Truck,10828,1499,0.5,7284,24
R_01741,NODE_0031,NODE_0032,Rail,5739,223,0.34,16093,28
R_01742,NODE_0228,NODE_0006,Sea,11151,280,0.2,13844,186
R_01743,NODE_0033,NODE_0291,Rail,5327,1023,0.3,17743,102
R_01744,NODE_0255,NODE_0153,Rail,5235,1218,0.4,8235,66
R_01745,NODE_0087,NODE_0021,Sea,5881,939,0.22,17127,91
R_01746,NODE_0206,NODE_0237,Rail,7508,412,0.27,14634,115
R_01747,NODE_0012,NODE_0071,Rail,6349,1394,0.27,13983,11
R_01748,NODE_0222,NODE_0088,Truck,9814,476,0.49,2537,108
R_01749,NODE_0241,NODE_0076,Rail,5626,505,0.25,14852,48
R_01750,NODE_0155,NODE_0281,Rail,3831,489,0.32,18355,118
R_01751,NODE_0222,NODE_0081,Rail,11008,222,0.3,5473,25
R_01752,NODE_0165,NODE_0244,Sea,4840,389,0.19,18194,213
R_01753,NODE_0110,NODE_0213,Rail,312,730,0.34,13094,169
R_01754,NODE_0159,NODE_0219,Sea,2096,1326,0.17,11237,95
R_01755,NODE_0191,NODE_0065,Rail,9362,1069,0.26,16649,102
R_01756,NODE_0213,NODE_0126,Truck,5444,578,0.63,12241,170
R_01757,NODE_0243,NODE_0143,Sea,5682,1282,0.27,8369,238
R_01758,NODE_0065,NODE_0164,Sea,9476,568,0.26,9766,216
R_01759,NODE_0127,NODE_0250,Sea,7796,139,0.2,5132,106
R_01760,NODE_0075,NODE_0164,Truck,8770,1105,0.54,10716,25
R_01761,NODE_0230,NODE_0199,Truck,4625,393,0.52,3934,129
R_01762,NODE_0126,NODE_0114,Sea,150,770,0.2,17812,151
R_01763,NODE_0074,NODE_0139,Rail,8041,743,0.34,19573,59
R_01764,NODE_0096,NODE_0061,Rail,1092,499,0.33,18519,80
R_01765,NODE_0127,NODE_0192,Rail,11579,122,0.29,8692,44
R_01766,NODE_0151,NODE_0012,Truck,10776,1418,0.6,4579,102
R_01767,NODE_0238,NODE_0075,Rail,10354,882,0.33,16553,202
R_01768,NODE_0160,NODE_0055,Rail,7570,665,0.28,16854,80
R_01769,NODE_0083,NODE_0065,Rail,377,353,0.26,12699,149
R_01770,NODE_0244,NODE_0188,Truck,5265,868,0.56,16229,173
R_01771,NODE_0165,NODE_0202,Truck,5451,1355,0.62,3131,172
R_01772,NODE_0144,NODE_0165,Sea,9414,180,0.28,3830,193
R_01773,NODE_0067,NODE_0254,Truck,1212,386,0.48,19130,49
R_01774,NODE_0120,NODE_0047,Rail,5950,792,0.26,13258,200
R_01775,NODE_0035,NODE_0252,Rail,9031,227,0.33,14975,185
R_01776,NODE_0079,NODE_0280,Truck,3495,1018,0.48,10544,66
R_01777,NODE_0122,NODE_0028,Sea,11298,1242,0.15,9389,130
R_01778,NODE_0021,NODE_0112,Truck,2600,381,0.55,12582,107
R_01779,NODE_0202,NODE_0009,Sea,4845,1108,0.15,15596,148
R_01780,NODE_0034,NODE_0020,Truck,9761,173,0.49,18104,9
R_01781,NODE_0178,NODE_0041,Sea,6131,1142,0.28,7379,109
R_01782,NODE_0108,NODE_0077,Sea,220,1385,0.26,11221,76
R_01783,NODE_0284,NODE_0191,Sea,6463,427,0.28,10397,93
R_01784,NODE_0100,NODE_0167,Rail,6532,344,0.35,16799,15
R_01785,NODE_0228,NODE_0262,Rail,3452,478,0.27,14696,213
R_01786,NODE_0054,NODE_0105,Truck,9442,711,0.62,9023,234
R_01787,NODE_0155,NODE_0184,Rail,990,1426,0.34,10268,63
R_01788,NODE_0261,NODE_0012,Rail,302,543,0.37,12942,60
R_01789,NODE_0255,NODE_0198,Sea,5463,1037,0.3,7415,133
R_01790,NODE_0245,NODE_0287,Sea,4775,1466,0.28,10143,27
R_01791,NODE_0054,NODE_0000,Truck,10246,202,0.62,10986,8
R_01792,NODE_0155,NODE_0227,Rail,9407,426,0.26,14060,63
R_01793,NODE_0097,NODE_0216,Sea,6208,255,0.19,2733,84
R_01794,NODE_0017,NODE_0061,Rail,2423,638,0.32,8706,38
R_01795,NODE_0015,NODE_0243,Truck,335,330,0.47,9694,124
R_01796,NODE_0296,NODE_0285,Rail,4524,146,0.36,17719,24
R_01797,NODE_0078,NODE_0110,Truck,6613,1488,0.53,3217,135
R_01798,NODE_0221,NODE_0238,Rail,2967,127,0.34,3442,176
R_01799,NODE_0032,NODE_0143,Sea,4713,1081,0.18,10758,14
R_01800,NODE_0139,NODE_0096,Truck,11399,1017,0.61,3445,231
R_01801,NODE_0288,NODE_0222,Sea,11617,1100,0.27,3549,81
R_01802,NODE_0186,NODE_0045,Sea,6117,1034,0.27,19845,49
R_01803,NODE_0191,NODE_0190,Sea,9127,1207,0.17,13363,112
R_01804,NODE_0089,NODE_0297,Rail,6196,1057,0.4,11582,45
R_01805,NODE_0253,NODE_0277,Rail,6003,984,0.26,10296,234
R_01806,NODE_0070,NODE_0170,Rail,10675,1055,0.32,19668,228
R_01807,NODE_0084,NODE_0021,Rail,8396,1380,0.27,13195,146
R_01808,NODE_0081,NODE_0293,Truck,3472,911,0.47,15729,233
R_01809,NODE_0057,NODE_0256,Sea,787,1164,0.17,2132,73
R_01810,NODE_0281,NODE_0084,Sea,3815,1500,0.26,12973,133
R_01811,NODE_0059,NODE_0166,Sea,6216,1223,0.29,19141,176
R_01812,NODE_0201,NODE_0112,Sea,5852,935,0.25,5487,65
R_01813,NODE_0232,NODE_0079,Sea,3185,101,0.28,18531,212
R_01814,NODE_0055,NODE_0253,Truck,1283,727,0.5,15307,85
R_01815,NODE_0107,NODE_0277,Sea,1682,491,0.15,3019,83
R_01816,NODE_0061,NODE_0106,Truck,11249,246,0.46,16830,38
R_01817,NODE_0216,NODE_0183,Sea,6702,121,0.25,11837,95
R_01818,NODE_0198,NODE_0191,Truck,5077,977,0.57,17677,170
R_01819,NODE_0021,NODE_0251,Truck,8291,754,0.52,10381,187
R_01820,NODE_0242,NODE_0196,Sea,1705,965,0.25,13503,183
R_01821,NODE_0251,NODE_0013,Rail,733,1098,0.36,4845,129
R_01822,NODE_0129,NODE_0278,Truck,1459,602,0.59,5080,124
R_01823,NODE_0194,NODE_0172,Truck,9989,1061,0.46,12151,149
R_01824,NODE_0231,NODE_0110,Sea,6827,294,0.15,6206,159
R_01825,NODE_0014,NODE_0259,Rail,1232,1128,0.28,11002,186
R_01826,NODE_0289,NODE_0198,Sea,10810,199,0.19,5855,186
R_01827,NODE_0264,NODE_0251,Truck,7501,700,0.62,3304,82
R_01828,NODE_0169,NODE_0218,Truck,11352,417,0.64,4517,58
R_01829,NODE_0246,NODE_0248,Truck,193,893,0.61,7787,205
R_01830,NODE_0192,NODE_0022,Rail,3092,557,0.3,18166,66
R_01831,NODE_0227,NODE_0059,Truck,2794,385,0.48,2775,120
R_01832,NODE_0254,NODE_0187,Sea,7144,142,0.26,14068,170
R_01833,NODE_0278,NODE_0054,Rail,7860,168,0.29,15836,25
R_01834,NODE_0033,NODE_0044,Rail,10990,832,0.32,18617,70
R_01835,NODE_0070,NODE_0061,Truck,2754,276,0.56,8439,122
R_01836,NODE_0279,NODE_0191,Sea,4409,1078,0.16,8078,157
R_01837,NODE_0211,NODE_0059,Sea,751,575,0.18,11841,42
R_01838,NODE_0200,NODE_0005,Rail,1082,1144,0.37,5694,142
R_01839,NODE_0136,NODE_0299,Sea,245,721,0.28,6491,89
R_01840,NODE_0124,NODE_0245,Truck,3191,1459,0.54,17687,62
R_01841,NODE_0050,NODE_0088,Rail,9160,1397,0.34,4323,45
R_01842,NODE_0065,NODE_0261,Truck,1214,1078,0.55,4378,152
R_01843,NODE_0084,NODE_0126,Sea,6874,1381,0.2,9384,219
R_01844,NODE_0134,NODE_0208,Truck,7175,187,0.62,14931,15
R_01845,NODE_0098,NODE_0191,Rail,7469,1341,0.38,9363,199
R_01846,NODE_0065,NODE_0245,Sea,8448,932,0.25,7153,69
R_01847,NODE_0266,NODE_0147,Rail,1329,986,0.34,15674,24
R_01848,NODE_0287,NODE_0043,Sea,2484,1413,0.16,11089,108
R_01849,NODE_0143,NODE_0237,Sea,5694,721,0.28,12718,86
R_01850,NODE_0240,NODE_0261,Rail,6425,1307,0.35,6497,128
R_01851,NODE_0172,NODE_0046,Sea,8122,801,0.23,4062,72
R_01852,NODE_0137,NODE_0138,Rail,9839,1151,0.28,12622,240
R_01853,NODE_0122,NODE_0289,Truck,5810,727,0.49,12977,140
R_01854,NODE_0210,NODE_0142,Rail,9893,968,0.35,8171,204
R_01855,NODE_0071,NODE_0151,Truck,11357,840,0.59,12523,60
R_01856,NODE_0236,NODE_0297,Sea,2941,340,0.26,11550,171
R_01857,NODE_0126,NODE_0105,Sea,10478,790,0.18,18284,103
R_01858,NODE_0125,NODE_0200,Rail,11848,654,0.39,17043,145
R_01859,NODE_0174,NODE_0074,Rail,10028,247,0.29,14339,216
R_01860,NODE_0281,NODE_0201,Truck,1190,486,0.61,10349,134
R_01861,NODE_0232,NODE_0281,Sea,4639,1146,0.24,8527,76
R_01862,NODE_0026,NODE_0218,Sea,8120,1319,0.17,16325,107
R_01863,NODE_0160,NODE_0061,Truck,3067,351,0.52,3785,18
R_01864,NODE_0035,NODE_0142,Truck,9086,1196,0.5,5142,198
R_01865,NODE_0216,NODE_0104,Truck,10918,1260,0.46,5651,94
